date,price,open,high,low,close,volume,return
2012-02-14,1413.43,1415.02,1424.12,1392.23,1413.43,4601481542,-0.0011239110003384398
2012-02-15,1412.54,1413.43,1416.77,1404.75,1412.54,5068165771,-0.0006340941427766686
2012-02-16,1415.44,1412.54,1422.0,1409.73,1415.44,5129964971,0.0020483184449089794
2012-02-17,1417.66,1415.44,1440.04,1405.86,1417.66,5168744108,0.001570190086842831
2012-02-20,1417.16,1417.66,1423.81,1402.8,1417.16,7940625070,-0.00035403837556760933
2012-02-21,1415.33,1417.16,1419.55,1409.75,1415.33,7314442211,-0.0012910258211717269
2012-02-22,1415.88,1415.33,1430.42,1409.1,1415.88,3494863489,0.0003919842820954399
2012-02-23,1418.01,1415.88,1422.6,1413.92,1418.01,7747961687,0.0014985586765115413
2012-02-24,1412.12,1418.01,1420.45,1406.44,1412.12,15124095799,-0.004160402010011748
2012-02-27,1403.17,1412.12,1415.49,1395.35,1403.17,23778887951,-0.006357313101305067
2012-02-28,1404.74,1403.17,1412.3,1399.94,1404.74,5764732086,0.001118572570882174
2012-02-29,1407.69,1404.74,1413.89,1402.09,1407.69,10934872058,0.002093462153323704
2012-03-01,1406.72,1407.69,1410.72,1399.64,1406.72,2726205206,-0.0006854192208516431
2012-03-02,1406.01,1406.72,1409.89,1398.61,1406.01,3372163198,-0.0005076235609514034
2012-03-05,1408.38,1406.01,1410.17,1405.24,1408.38,7609348559,0.0016827931132020538
2012-03-06,1408.84,1408.38,1409.5,1408.09,1408.84,4676405341,0.00033081674492017383
2012-03-07,1404.77,1408.84,1412.01,1397.4,1404.77,7562288095,-0.0028949414194225902
2012-03-08,1405.17,1404.77,1406.72,1404.11,1405.17,4477067405,0.00028846409402041184
2012-03-09,1405.48,1405.17,1411.65,1402.53,1405.48,3304912589,0.00021801645198691555
2012-03-12,1404.51,1405.48,1407.82,1399.06,1404.51,4630128070,-0.0006881935590229982
2012-03-13,1407.33,1404.51,1414.55,1401.42,1407.33,10819774841,0.00200270702770335
2012-03-14,1407.98,1407.33,1410.58,1406.21,1407.98,5944622811,0.00046104548070564563
2012-03-15,1409.06,1407.98,1415.91,1405.05,1409.06,3859801706,0.0007665400817248129
2012-03-16,1413.6,1409.06,1427.38,1403.17,1413.6,7766986803,0.0032205771231935748
2012-03-19,1419.65,1413.6,1461.46,1395.76,1419.65,11492272804,0.004270008835079818
2012-03-20,1416.51,1419.65,1425.29,1403.38,1416.51,8363418071,-0.002216032109613564
2012-03-21,1412.3,1416.51,1419.87,1404.49,1412.3,8306361026,-0.002974649086678994
2012-03-22,1401.11,1412.3,1416.22,1392.04,1401.11,28968151136,-0.007954885863949145
2012-03-23,1402.58,1401.11,1410.39,1397.77,1402.58,6463710205,0.0010444661433279003
2012-03-26,1401.87,1402.58,1409.85,1384.91,1401.87,5213067118,-0.0005011752776435798
2012-03-27,1403.92,1401.87,1406.77,1400.66,1403.92,4611098997,0.001457258001259966
2012-03-28,1399.82,1403.92,1405.9,1395.21,1399.82,14196229479,-0.0029221923447497497
2012-03-29,1401.82,1399.82,1404.18,1398.81,1401.82,2866105166,0.001428837440029271
2012-03-30,1406.66,1401.82,1418.0,1396.98,1406.66,14335276527,0.0034434669646402727
2012-04-02,1408.15,1406.66,1412.31,1404.88,1408.15,7756680663,0.0010609408622178729
2012-04-03,1408.68,1408.15,1409.44,1407.83,1408.68,3813596861,0.0003783356817697899
2012-04-04,1412.74,1408.68,1428.02,1402.16,1412.74,14502133885,0.0028758339343416574
2012-04-05,1411.51,1412.74,1415.2,1405.77,1411.51,5344786414,-0.0008749995856243944
2012-04-06,1412.79,1411.51,1416.09,1410.09,1412.79,5622980081,0.000907233207466243
2012-04-09,1415.12,1412.79,1419.28,1411.01,1415.12,7940949974,0.0016502625321141618
2012-04-10,1416.87,1415.12,1420.15,1413.72,1416.87,16259604364,0.001236288760955301
2012-04-11,1420.49,1416.87,1426.68,1414.22,1420.49,13730109676,0.00254958512713475
2012-04-12,1416.93,1420.49,1422.62,1411.98,1416.93,11205071003,-0.0025076100015187746
2012-04-13,1412.37,1416.93,1420.34,1404.44,1412.37,8115092301,-0.0032230185934529654
2012-04-16,1405.88,1412.37,1418.13,1392.51,1405.88,14353168320,-0.004605729594082152
2012-04-17,1403.65,1405.88,1409.41,1395.42,1403.65,5515187054,-0.0015904481229708331
2012-04-18,1401.57,1403.65,1405.16,1398.04,1401.57,8704239229,-0.0014838861422525264
2012-04-19,1404.34,1401.57,1410.75,1398.82,1404.34,8234441694,0.001975074590922049
2012-04-20,1398.85,1404.34,1410.66,1384.15,1398.85,8719073317,-0.003917879845664022
2012-04-23,1398.8,1398.85,1399.04,1398.35,1398.8,3656429295,-3.079272769204575e-05
2012-04-24,1398.4,1398.8,1399.13,1397.63,1398.4,3210266812,-0.0002885330734940459
2012-04-25,1397.84,1398.4,1400.63,1392.65,1397.84,4586790416,-0.000397005972378381
2012-04-26,1399.24,1397.84,1406.25,1394.84,1399.24,4418346882,0.0009964941405099022
2012-04-27,1400.59,1399.24,1402.94,1398.23,1400.59,5693709808,0.0009648975330618477
2012-04-30,1400.72,1400.59,1408.92,1397.07,1400.72,4648573695,9.502606233715758e-05
2012-05-01,1399.61,1400.72,1403.7,1392.68,1399.61,5181702749,-0.0007931632064772813
2012-05-02,1400.83,1399.61,1416.91,1392.73,1400.83,4833023251,0.000869345956856524
2012-05-03,1402.56,1400.83,1404.87,1399.84,1402.56,6638882333,0.0012341810763515245
2012-05-04,1402.44,1402.56,1406.14,1394.09,1402.44,4550988343,-8.632535393793563e-05
2012-05-07,1404.04,1402.44,1405.69,1401.73,1404.04,4337176781,0.0011441912517691517
2012-05-08,1403.42,1404.04,1406.35,1398.04,1403.42,4843494069,-0.0004400689200379481
2012-05-09,1403.58,1403.42,1408.46,1401.33,1403.58,5560340762,0.00011006841471703654
2012-05-10,1405.96,1403.58,1410.56,1401.61,1405.96,8646329195,0.001698529211617904
2012-05-11,1410.91,1405.96,1425.49,1399.74,1410.91,11504662961,0.00350869724662029
2012-05-14,1416.42,1410.91,1420.31,1409.25,1416.42,14749172037,0.0038981276160591043
2012-05-15,1415.96,1416.42,1418.44,1411.23,1415.96,4835702978,-0.0003244267082962948
2012-05-16,1416.8,1415.96,1418.85,1415.08,1416.8,6038997554,0.0005919090499599592
2012-05-17,1418.89,1416.8,1428.54,1412.67,1418.89,3700957230,0.0014795913713929651
2012-05-18,1420.88,1418.89,1422.54,1418.19,1420.88,4149100458,0.0013987420350153607
2012-05-21,1420.49,1420.88,1425.59,1409.51,1420.49,5547393891,-0.0002713015092506725
2012-05-22,1421.32,1420.49,1432.86,1415.55,1421.32,3053637417,0.0005827482816017854
2012-05-23,1420.84,1421.32,1426.08,1409.73,1420.84,4808287927,-0.00034273333103936553
2012-05-24,1420.47,1420.84,1421.37,1419.22,1420.47,3663942789,-0.00025710962630666565
2012-05-25,1421.38,1420.47,1428.01,1417.63,1421.38,3654338593,0.0006414243558742752
2012-05-28,1420.1,1421.38,1421.8,1419.11,1420.1,6121225790,-0.0009040981144078316
2012-05-29,1420.22,1420.1,1431.63,1415.21,1420.22,3917791009,8.471375009465792e-05
2012-05-30,1420.78,1420.22,1428.9,1416.74,1420.78,8260656358,0.0003981599298858576
2012-05-31,1421.02,1420.78,1425.74,1418.76,1421.02,3207666747,0.00016582303987872608
2012-06-01,1424.56,1421.02,1434.95,1416.58,1424.56,13921729098,0.002488844733067329
2012-06-04,1427.56,1424.56,1430.27,1423.4,1427.56,9098609807,0.002105901922372228
2012-06-05,1434.66,1427.56,1444.21,1423.49,1434.66,11922521051,0.004960577011901345
2012-06-06,1430.63,1434.66,1436.77,1425.73,1430.63,12400403099,-0.002811933009131672
2012-06-07,1424.54,1430.63,1441.81,1398.58,1424.54,15408869016,-0.004271147188326957
2012-06-08,1423.94,1424.54,1429.74,1411.79,1423.94,4484334262,-0.0004208310557078511
2012-06-11,1422.52,1423.94,1427.78,1413.57,1422.52,6187244017,-0.0009942143117546772
2012-06-12,1424.52,1422.52,1442.28,1414.92,1424.52,5530791275,0.0014002241371779568
2012-06-13,1423.51,1424.52,1425.92,1420.24,1423.51,3959943801,-0.0007070251881083875
2012-06-14,1423.17,1423.51,1429.58,1409.01,1423.17,5060252325,-0.00023786543297464548
2012-06-15,1419.43,1423.17,1425.31,1414.45,1419.43,8750906963,-0.002633195412975015
2012-06-18,1421.27,1419.43,1430.5,1415.48,1421.27,6236094304,0.0012978236427579315
2012-06-19,1419.56,1421.27,1425.22,1410.34,1419.56,6726833962,-0.0012067977752002411
2012-06-20,1415.29,1419.56,1420.89,1412.2,1415.29,11039827579,-0.003009030170301552
2012-06-21,1415.96,1415.29,1419.11,1413.94,1415.96,2962936768,0.0004715949056265674
2012-06-22,1416.72,1415.96,1417.37,1415.68,1416.72,6908505286,0.0005378662296126365
2012-06-25,1410.78,1416.72,1433.52,1371.75,1410.78,13331644784,-0.004204695261018376
2012-06-26,1425.66,1410.78,1436.91,1406.0,1425.66,25263066739,0.010492594397114158
2012-06-27,1421.32,1425.66,1428.98,1413.58,1421.32,11694000708,-0.0030453679631668507
2012-06-28,1417.88,1421.32,1426.39,1406.09,1417.88,9553241381,-0.0024263717361160844
2012-06-29,1410.77,1417.88,1420.59,1404.46,1410.77,18484201896,-0.005026649049411383
2012-07-02,1413.52,1410.77,1419.42,1408.25,1413.52,9205266389,0.0019474903387901804
2012-07-03,1410.56,1413.52,1416.8,1402.91,1410.56,10116737648,-0.0020928379314212103
2012-07-05,1409.03,1410.54,1414.85,1398.99,1409.03,7659597465,-0.001067827305262168
2012-07-06,1407.31,1409.03,1410.46,1403.99,1407.31,5922621123,-0.0012200802783208318
2012-07-09,1408.51,1407.31,1410.77,1406.35,1408.51,3853247059,0.0008524253216108139
2012-07-10,1413.76,1408.51,1422.32,1404.85,1413.76,19409282166,0.0037160101691829073
2012-07-11,1415.6,1413.76,1420.05,1411.85,1415.6,5952779533,0.0013001105791976373
2012-07-12,1414.68,1415.6,1422.37,1398.89,1414.68,4289674751,-0.0006489023068164877
2012-07-13,1410.99,1414.68,1421.23,1395.74,1410.99,5529410215,-0.0026112127422040676
2012-07-16,1404.24,1410.99,1414.71,1395.61,1404.24,15675689845,-0.004791833416770203
2012-07-17,1399.06,1404.24,1406.94,1392.8,1399.06,12262877260,-0.003697523498926774
2012-07-18,1390.61,1399.06,1402.6,1382.39,1390.61,10783380056,-0.006062124858554803
2012-07-19,1405.06,1390.61,1417.09,1385.5,1405.06,30375178262,0.010342761654107795
2012-07-20,1407.29,1405.06,1413.53,1402.39,1407.29,6043606123,0.0015810213854787199
2012-07-23,1407.05,1407.29,1411.53,1397.15,1407.05,8669126290,-0.00016527773706335566
2012-07-24,1407.39,1407.05,1409.84,1406.0,1407.39,3394774881,0.0002368916532441532
2012-07-25,1407.61,1407.39,1409.02,1406.78,1407.61,3377222649,0.00015650111479629137
2012-07-26,1408.49,1407.61,1412.95,1405.69,1408.49,3763994958,0.0006262895173014004
2012-07-27,1407.15,1408.49,1409.07,1405.78,1407.15,8248673401,-0.0009536888830878862
2012-07-30,1408.55,1407.15,1416.74,1403.64,1408.55,5118012009,0.000999347881639421
2012-07-31,1411.92,1408.55,1418.65,1405.68,1411.92,7094323466,0.002389949789255675
2012-08-01,1408.56,1411.92,1414.69,1402.12,1408.56,10887982095,-0.0023852126217283392
2012-08-02,1412.88,1408.56,1418.04,1406.35,1412.88,6814435355,0.003060758566068481
2012-08-03,1415.72,1412.88,1431.8,1406.0,1415.72,9616877747,0.002010020248200447
2012-08-06,1414.93,1415.72,1416.2,1413.81,1414.93,8086754786,-0.0005568004592896648
2012-08-07,1411.39,1414.93,1421.23,1396.73,1411.39,10759646222,-0.0025067663895541365
2012-08-08,1418.27,1411.39,1425.93,1408.12,1418.27,17336934677,0.004861592864760018
2012-08-09,1408.12,1418.27,1426.79,1388.38,1408.12,25282901017,-0.007179408351308651
2012-08-10,1417.1,1408.12,1431.23,1402.1,1417.1,29459998235,0.006354515325823281
2012-08-13,1415.71,1417.1,1417.8,1414.08,1415.71,8171211871,-0.0009815326455043978
2012-08-14,1412.24,1415.71,1421.32,1399.17,1412.24,10222052409,-0.0024533726888322912
2012-08-15,1407.74,1412.24,1416.53,1397.76,1407.74,13902641006,-0.003191204626634631
2012-08-16,1408.07,1407.74,1408.49,1407.56,1408.07,3080696965,0.0002330777753159976
2012-08-17,1411.0,1408.07,1413.9,1406.82,1411.0,10251310801,0.0020770361567200852
2012-08-20,1422.04,1411.0,1435.87,1405.11,1422.04,15413840361,0.007793609911386935
2012-08-21,1410.6,1422.04,1428.28,1396.14,1410.6,19227415091,-0.008074149123399441
2012-08-22,1410.21,1410.6,1414.23,1401.73,1410.21,1634473502,-0.00027908214846979727
2012-08-23,1411.09,1410.21,1419.32,1406.68,1411.09,5525654479,0.0006286199047202349
2012-08-24,1409.35,1411.09,1414.37,1401.7,1409.35,5153710466,-0.0012367586221747168
2012-08-27,1409.85,1409.35,1418.88,1405.48,1409.85,5999169492,0.00035888933083710856
2012-08-28,1410.2,1409.85,1415.55,1407.56,1410.2,4549087887,0.000245642104053354
2012-08-29,1411.49,1410.2,1414.19,1409.04,1411.49,7744234695,0.0009111739734676122
2012-08-30,1414.48,1411.49,1431.15,1404.36,1414.48,5929145713,0.002115347987840266
2012-08-31,1418.85,1414.48,1422.02,1413.12,1418.85,14150775890,0.0030844722873728378
2012-09-03,1418.01,1418.85,1420.27,1414.68,1418.01,9052927646,-0.00059012071563492
2012-09-04,1421.8,1418.01,1432.32,1413.51,1421.8,11884093399,0.0026738293754312724
2012-09-05,1420.44,1421.8,1423.65,1416.14,1420.44,7141355238,-0.0009590218470305177
2012-09-06,1422.55,1420.44,1424.17,1419.75,1422.55,7150097250,0.0014810437544299183
2012-09-07,1420.98,1422.55,1423.2,1419.47,1420.98,5090965322,-0.0011050481878703377
2012-09-10,1417.4,1420.98,1424.75,1408.63,1417.4,11439368877,-0.002518544407187995
2012-09-11,1416.22,1417.4,1426.37,1395.31,1416.22,3412963145,-0.0008369985057318283
2012-09-12,1417.39,1416.22,1423.03,1413.8,1417.39,4712957103,0.000827945157598776
2012-09-13,1417.59,1417.39,1421.97,1415.51,1417.59,2242543541,0.00014154737597522662
2012-09-14,1419.35,1417.59,1422.88,1416.08,1419.35,5069413676,0.0012408175442833163
2012-09-17,1417.67,1419.35,1420.62,1414.71,1417.67,7445619479,-0.0011870048089559764
2012-09-18,1423.6,1417.67,1427.89,1415.83,1423.6,14893526584,0.004178885082041534
2012-09-19,1430.46,1423.6,1437.2,1420.73,1430.46,14410494248,0.004805299300424612
2012-09-20,1419.98,1430.46,1435.16,1409.09,1419.98,20899846668,-0.007351855715121735
2012-09-21,1437.68,1419.98,1451.49,1414.14,1437.68,17640828264,0.012386967825232256
2012-09-24,1450.81,1437.68,1460.6,1433.52,1450.81,21213341831,0.009088269815172214
2012-09-25,1449.46,1450.81,1454.54,1440.75,1449.46,4540221998,-0.0009302795316163407
2012-09-26,1446.28,1449.46,1456.33,1430.28,1446.28,6881784831,-0.00219602168993239
2012-09-27,1457.13,1446.28,1481.78,1435.79,1457.13,24099550069,0.007474949982093033
2012-09-28,1452.97,1457.13,1460.92,1444.15,1452.97,7612680260,-0.002856057478897784
2012-10-01,1439.42,1452.97,1457.2,1429.65,1439.42,20306696561,-0.009368615819195234
2012-10-02,1457.92,1439.42,1479.29,1430.38,1457.92,17062089180,0.012769084137439678
2012-10-03,1465.48,1457.92,1471.51,1455.35,1465.48,13735122091,0.005169373461883786
2012-10-04,1465.6,1465.48,1472.55,1462.5,1465.6,2654655369,8.048897119362409e-05
2012-10-05,1468.96,1465.6,1480.72,1460.57,1468.96,8807775213,0.002292509440264204
2012-10-08,1468.17,1468.96,1472.65,1459.58,1468.17,3527401524,-0.0005357906389463303
2012-10-09,1468.08,1468.17,1476.28,1449.16,1468.08,3752660314,-6.147859233556169e-05
2012-10-10,1465.45,1468.08,1472.44,1455.29,1465.45,7182596271,-0.00179825926745819
2012-10-11,1477.73,1465.45,1493.75,1458.63,1477.73,36450651281,0.008347123454905075
2012-10-12,1451.23,1477.73,1486.57,1430.98,1451.23,50809834956,-0.018097948015414728
2012-10-15,1460.34,1451.23,1482.73,1441.69,1460.34,10034574322,0.0062584419558845755
2012-10-16,1458.68,1460.34,1461.36,1456.3,1458.68,4119265919,-0.0011327029447713256
2012-10-17,1444.92,1458.68,1469.06,1420.94,1444.92,25001269836,-0.00947868303152473
2012-10-18,1443.93,1444.92,1446.2,1440.94,1443.93,3808245508,-0.0006892129380029966
2012-10-19,1444.2,1443.93,1445.24,1443.48,1444.2,1607359296,0.00018701870869563696
2012-10-22,1444.8,1444.2,1455.95,1439.42,1444.8,6650842804,0.00042091605522156264
2012-10-23,1449.99,1444.8,1453.64,1443.25,1449.99,14232562048,0.0035805425186573956
2012-10-24,1442.27,1449.99,1457.0,1425.99,1442.27,17977610307,-0.005337575192662106
2012-10-25,1439.31,1442.27,1443.95,1435.39,1439.31,6720801518,-0.0020511649970472445
2012-10-26,1436.61,1439.31,1445.76,1421.59,1436.61,8726301105,-0.0018765997558833386
2012-10-29,1437.09,1436.61,1444.58,1433.41,1437.09,3428675156,0.00033051666428475464
2012-10-30,1431.42,1437.09,1441.65,1420.81,1431.42,13072320302,-0.003951865399709999
2012-10-31,1431.66,1431.42,1434.58,1430.17,1431.66,2933217441,0.00016458496786251296
2012-11-01,1430.5,1431.66,1432.16,1429.33,1430.5,8340494896,-0.0008054676461141057
2012-11-02,1430.79,1430.5,1441.73,1425.82,1430.79,2464997523,0.00020143673257040306
2012-11-05,1432.8,1430.79,1435.34,1429.71,1432.8,9575492114,0.0014005059473371985
2012-11-06,1443.64,1432.8,1454.11,1428.35,1443.64,20514155995,0.0075396090046295034
2012-11-07,1451.15,1443.64,1462.05,1438.99,1451.15,12985860125,0.005186304669682197
2012-11-08,1451.26,1451.15,1455.39,1449.38,1451.26,3867837249,8.037078073277841e-05
2012-11-09,1452.64,1451.26,1454.96,1450.27,1452.64,6985619770,0.000946522991035767
2012-11-12,1455.83,1452.64,1459.0,1451.28,1455.83,12637115660,0.0021960902924919408
2012-11-13,1457.98,1455.83,1460.3,1454.84,1457.98,7454788529,0.0014769754932131502
2012-11-14,1455.85,1457.98,1463.88,1442.1,1455.85,5177778047,-0.00146683953249365
2012-11-15,1457.22,1455.85,1458.38,1455.35,1457.22,5695804735,0.000944486885245993
2012-11-16,1461.23,1457.22,1487.38,1446.05,1461.23,16583678445,0.002748490385511554
2012-11-19,1462.79,1461.23,1465.24,1460.18,1462.79,8781112311,0.001061042768510941
2012-11-20,1461.0,1462.79,1463.63,1459.02,1461.0,8171899249,-0.0012232866962123478
2012-11-21,1462.85,1461.0,1469.48,1458.16,1462.85,8033339224,0.0012707232503087105
2012-11-22,1459.96,1462.85,1463.95,1457.41,1459.96,9760716398,-0.001983405642786048
2012-11-23,1460.22,1459.96,1466.1,1457.43,1460.22,5518600379,0.00017893186978095541
2012-11-26,1459.81,1460.22,1465.38,1447.77,1459.81,3599689880,-0.00028232045100816074
2012-11-27,1459.7,1459.81,1459.97,1459.32,1459.7,2437486070,-7.195746112864806e-05
2012-11-28,1462.16,1459.7,1473.83,1454.7,1462.16,7391490385,0.0016808799106330418
2012-11-29,1461.93,1462.16,1463.56,1458.66,1461.93,3012627673,-0.00015732365955346275
2012-11-30,1461.55,1461.93,1462.5,1460.21,1461.55,2966710032,-0.0002567529791443066
2012-12-03,1460.82,1461.55,1462.28,1459.1,1460.82,3720202584,-0.0005022517395658458
2012-12-04,1462.26,1460.82,1478.8,1453.73,1462.26,11996481223,0.0009850351453705498
2012-12-05,1463.27,1462.26,1464.71,1461.64,1463.27,5255060043,0.0006942657123875127
2012-12-06,1465.46,1463.27,1479.49,1457.27,1465.46,7600137401,0.0014912837259651018
2012-12-07,1464.19,1465.46,1467.93,1458.43,1464.19,3760396890,-0.0008656721850105903
2012-12-10,1463.07,1464.19,1464.63,1462.04,1463.07,2992381627,-0.0007652807689556757
2012-12-11,1465.05,1463.07,1470.31,1460.82,1465.05,5094657163,0.001354439437061138
2012-12-12,1463.89,1465.05,1469.92,1452.53,1463.89,8110058057,-0.000794576307983481
2012-12-13,1465.23,1463.89,1474.21,1460.04,1465.23,6128207315,0.0009183878574062325
2012-12-14,1464.13,1465.23,1467.34,1459.21,1464.13,6183998591,-0.0007494136915029352
2012-12-17,1458.32,1464.13,1471.1,1442.12,1458.32,15410130170,-0.00397631398841254
2012-12-18,1463.48,1458.32,1467.88,1456.44,1463.48,9501808659,0.0035263144087888964
2012-12-19,1447.73,1463.48,1474.61,1422.02,1447.73,41799173984,-0.010814716283539362
2012-12-20,1432.21,1447.73,1457.34,1410.04,1432.21,22733456374,-0.010779993544099567
2012-12-21,1434.67,1432.21,1443.87,1428.27,1434.67,11147508883,0.0017126552260056222
2012-12-24,1439.17,1434.67,1452.71,1428.88,1439.17,11964521958,0.0031359941807143745
2012-12-26,1450.92,1449.46,1458.85,1446.06,1450.92,4590036498,0.001008862519911201
2012-12-27,1452.35,1450.92,1458.42,1448.32,1452.35,3337310298,0.0009892018417653066
2012-12-28,1454.41,1452.35,1458.55,1450.58,1454.41,9418029172,0.0014127803341275253
2012-12-31,1455.68,1454.41,1461.75,1451.81,1455.68,5398076481,0.0008711163794916004
2013-01-02,1459.2,1454.6,1466.01,1451.69,1459.2,11779491641,0.003156668749083274
2013-01-03,1461.18,1459.2,1464.61,1457.73,1461.18,5548899980,0.0013569019066509013
2013-01-04,1462.78,1461.18,1464.72,1460.35,1462.78,3807192548,0.001097468592209627
2013-01-07,1466.3,1462.78,1471.18,1460.7,1466.3,14629538597,0.0024013943301938417
2013-01-08,1466.25,1466.3,1471.4,1454.35,1466.25,3695757818,-3.537031783529374e-05
2013-01-09,1467.3,1466.25,1471.01,1464.66,1467.3,4664038078,0.0007160377742680034
2013-01-10,1467.13,1467.3,1471.02,1458.46,1467.13,3326375883,-0.0001122808623418471
2013-01-11,1465.35,1467.13,1468.18,1462.9,1465.35,3944243338,-0.0012181704675053575
2013-01-14,1474.06,1465.35,1483.63,1461.27,1474.06,11286813707,0.0059293668066796555
2013-01-15,1469.73,1474.06,1475.69,1465.95,1469.73,14771881235,-0.0029422912379107025
2013-01-16,1468.71,1469.73,1470.44,1467.07,1468.71,4377678854,-0.0006950128134408924
2013-01-17,1467.66,1468.71,1471.59,1460.95,1467.66,5133989572,-0.0007191339671474371
2013-01-18,1470.37,1467.66,1478.09,1464.35,1470.37,4120211795,0.0018462573843824335
2013-01-21,1468.64,1470.37,1471.53,1465.94,1468.64,4114887898,-0.0011733130207146596
2013-01-22,1476.88,1468.64,1486.69,1464.46,1476.88,19148675949,0.005594153766071192
2013-01-23,1478.24,1476.88,1491.65,1471.14,1478.24,6215539343,0.0009211781502576281
2013-01-24,1480.4,1478.24,1483.11,1477.08,1480.4,11408485063,0.0014570063529712974
2013-01-25,1480.13,1480.4,1480.53,1479.82,1480.13,5845565684,-0.00018296356377410893
2013-01-28,1479.11,1480.13,1483.27,1471.79,1479.11,4696982153,-0.0006892367546476902
2013-01-29,1475.88,1479.11,1480.22,1473.29,1475.88,9629566034,-0.0021823129255822272
2013-01-30,1471.64,1475.88,1487.62,1444.33,1471.64,9005330989,-0.002877502687446838
2013-01-31,1475.21,1471.64,1483.59,1468.06,1475.21,16462857731,0.0024213596777200985
2013-02-01,1478.5,1475.21,1484.78,1472.52,1478.5,11926207360,0.002224159844888172
2013-02-04,1472.75,1478.5,1481.73,1465.23,1472.75,12801924433,-0.003894978702699127
2013-02-05,1457.32,1472.75,1479.68,1441.32,1457.32,28602747435,-0.010531808969297776
2013-02-06,1453.61,1457.32,1458.68,1450.43,1453.61,14146966453,-0.0025486951362488986
2013-02-07,1459.0,1453.61,1479.21,1444.98,1459.0,13971483865,0.003704033564035071
2013-02-08,1452.01,1459.0,1463.71,1441.08,1452.01,22660739751,-0.004807614376973617
2013-02-11,1452.16,1452.01,1453.51,1451.42,1452.16,1933375627,0.00010496761638054326
2013-02-12,1450.07,1452.16,1454.96,1443.54,1450.07,7691720033,-0.0014371678987449587
2013-02-13,1446.62,1450.07,1451.49,1443.33,1446.62,7544511006,-0.0023847282513255325
2013-02-14,1461.7,1446.62,1472.41,1442.07,1461.7,45003211266,0.010368729253987359
2013-02-15,1477.49,1461.7,1494.84,1454.34,1477.49,43600668765,0.010748815897924612
2013-02-18,1468.84,1477.49,1482.9,1456.3,1468.84,16737182583,-0.005875411354352937
2013-02-19,1485.87,1468.84,1503.37,1461.42,1485.87,46202819303,0.01152644623949806
2013-02-20,1492.59,1485.87,1498.59,1483.31,1492.59,23128546763,0.004515198511208767
2013-02-21,1488.63,1492.59,1496.28,1480.04,1488.63,9619865630,-0.002654994003152187
